year,month,day,gender,births
1972,1,20,F,4474
1972,1,20,M,4867
1972,1,21,F,4629
1972,1,21,M,4739
1972,1,22,F,4309
1972,1,22,M,4501
1972,1,23,F,4046
1972,1,23,M,4102
1972,1,24,F,4740
1972,1,24,M,4906
1972,1,25,F,4648
1972,1,25,M,5130
1972,1,26,F,4540
1972,1,26,M,4616
1972,1,27,F,4388
1972,1,27,M,4668
1972,1,28,F,4433
1972,1,28,M,4744
1972,1,29,F,4078
1972,1,29,M,4154
1972,1,30,F,3944
1972,1,30,M,3982
1972,1,31,F,4526
1972,1,31,M,4745
1972,1,99,F,12
1972,1,99,M,12
1972,2,1,F,4768
1972,2,1,M,4895
1972,2,2,F,4586
1972,2,2,M,4784
1972,2,3,F,4511
1972,2,3,M,4716
1972,2,4,F,4553
1972,2,4,M,4806
1972,2,5,F,4124
1972,2,5,M,4199
1972,2,6,F,3839
1972,2,6,M,4126
1972,2,7,F,4520
1972,2,7,M,4775
1972,2,8,F,4658
1972,2,8,M,4940
1972,2,9,F,4309
1972,2,9,M,4691
1972,2,10,F,4515
1972,2,10,M,4430
1972,2,11,F,4555
1972,2,11,M,4802
1972,2,12,F,4256
1972,2,12,M,4315
1972,2,13,F,3895
1972,2,13,M,4114
1972,2,14,F,4827
1972,2,14,M,5037
1972,2,15,F,4728
1972,2,15,M,4939
1972,2,16,F,4667
1972,2,16,M,4907
1972,2,17,F,4520
1972,2,17,M,4905
1972,2,18,F,4732
1972,2,18,M,4920
1972,2,19,F,4035
1972,2,19,M,4315
1972,2,20,F,3906
1972,2,20,M,4030
1972,2,21,F,4400
1972,2,21,M,4407
1972,2,22,F,4660
1972,2,22,M,5055
1972,2,23,F,4574
1972,2,23,M,4783
1972,2,24,F,4557
1972,2,24,M,4682
1972,2,25,F,4608
1972,2,25,M,4887
1972,2,26,F,4115
1972,2,26,M,4486
1972,2,27,F,3640
1972,2,27,M,3951
1972,2,28,F,4505
1972,2,28,M,4792
1972,2,29,F,4663
1972,2,29,M,4919
1972,2,30,F,2
1972,2,31,M,2
1972,2,99,F,8
1972,2,99,M,16
1972,3,1,F,4814
1972,3,1,M,480
